city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Geldern,51.5197,6.3325,Germany,DE,North Rhine-Westphalia,,33836.0,33836.0
Goch,51.6839,6.1619,Germany,DE,North Rhine-Westphalia,,33825.0,33825.0
Kornwestheim,48.8597,9.185,Germany,DE,Baden-Württemberg,,33803.0,33803.0
Uelzen,52.9647,10.5658,Germany,DE,Lower Saxony,minor,33614.0,33614.0
Deggendorf,48.8353,12.9644,Germany,DE,Bavaria,minor,33585.0,33585.0
Wedel,53.5833,9.7,Germany,DE,Schleswig-Holstein,,33547.0,33547.0
Ahrensburg,53.6747,10.2411,Germany,DE,Schleswig-Holstein,,33472.0,33472.0
Rheinfelden (Baden),47.5611,7.7917,Germany,DE,Baden-Württemberg,,33074.0,33074.0
Korschenbroich,51.1833,6.5167,Germany,DE,North Rhine-Westphalia,,33066.0,33066.0
Biberach,48.0981,9.7886,Germany,DE,Baden-Württemberg,minor,32938.0,32938.0
Wernigerode,51.835,10.7853,Germany,DE,Saxony-Anhalt,,32733.0,32733.0
Bernburg,51.8,11.7333,Germany,DE,Saxony-Anhalt,minor,32674.0,32674.0
Jülich,50.9222,6.3583,Germany,DE,North Rhine-Westphalia,,32632.0,32632.0
Lampertheim,49.5942,8.4671,Germany,DE,Hesse,,32537.0,32537.0
Vechta,52.7306,8.2886,Germany,DE,Lower Saxony,minor,32433.0,32433.0
Naumburg,51.1521,11.8098,Germany,DE,Saxony-Anhalt,minor,32402.0,32402.0
Forchheim,49.7197,11.0581,Germany,DE,Bavaria,minor,32171.0,32171.0
Bad Nauheim,50.3667,8.75,Germany,DE,Hesse,,32163.0,32163.0
Hoyerswerda,51.4331,14.25,Germany,DE,Saxony,,32123.0,32123.0
Altenburg,50.985,12.4333,Germany,DE,Thuringia,minor,32074.0,32074.0
Delbrück,51.7667,8.5667,Germany,DE,North Rhine-Westphalia,,31949.0,31949.0
Fürstenwalde,52.3667,14.0667,Germany,DE,Brandenburg,,31941.0,31941.0
Achim,53.013,9.033,Germany,DE,Lower Saxony,,31911.0,31911.0
Itzehoe,53.925,9.5164,Germany,DE,Schleswig-Holstein,minor,31879.0,31879.0
Georgsmarienhütte,52.2031,8.0447,Germany,DE,Lower Saxony,,31827.0,31827.0
Herrenberg,48.5967,8.8708,Germany,DE,Baden-Württemberg,,31545.0,31545.0
Oer-Erkenschwick,51.6422,7.2508,Germany,DE,North Rhine-Westphalia,,31442.0,31442.0
Radolfzell am Bodensee,47.7369,8.9697,Germany,DE,Baden-Württemberg,,31203.0,31203.0
Kreuztal,50.962,8.0064,Germany,DE,North Rhine-Westphalia,,31187.0,31187.0
Rheinberg,51.5467,6.6006,Germany,DE,North Rhine-Westphalia,,31097.0,31097.0
Bramsche,52.4089,7.9728,Germany,DE,Lower Saxony,,30952.0,30952.0
Neuruppin,52.9222,12.8,Germany,DE,Brandenburg,minor,30846.0,30846.0
Einbeck,51.8167,9.8667,Germany,DE,Lower Saxony,,30826.0,30826.0
Werl,51.5528,7.9139,Germany,DE,North Rhine-Westphalia,,30772.0,30772.0
Schönebeck,52.0167,11.75,Germany,DE,Saxony-Anhalt,,30720.0,30720.0
Burgdorf,52.45,10.0083,Germany,DE,Lower Saxony,,30699.0,30699.0
Gevelsberg,51.3265,7.3559,Germany,DE,North Rhine-Westphalia,,30695.0,30695.0
Geesthacht,53.4381,10.3747,Germany,DE,Schleswig-Holstein,,30551.0,30551.0
Haan,51.1931,7.0131,Germany,DE,North Rhine-Westphalia,,30484.0,30484.0
Lohmar,50.8415,7.2166,Germany,DE,North Rhine-Westphalia,,30363.0,30363.0
Osterholz-Scharmbeck,53.2269,8.7947,Germany,DE,Lower Saxony,minor,30300.0,30300.0
Weil am Rhein,47.5947,7.6108,Germany,DE,Baden-Württemberg,,30175.0,30175.0
Ennepetal,51.3021,7.3425,Germany,DE,North Rhine-Westphalia,,30075.0,30075.0
Riesa,51.3081,13.2939,Germany,DE,Saxony,,30054.0,30054.0
Taunusstein,50.1435,8.1606,Germany,DE,Hesse,,30005.0,30005.0
Andernach,50.4397,7.4017,Germany,DE,Rhineland-Palatinate,,29966.0,29966.0
Meschede,51.3503,8.2836,Germany,DE,North Rhine-Westphalia,minor,29921.0,29921.0
Schwedt (Oder),53.0631,14.2831,Germany,DE,Brandenburg,,29920.0,29920.0
Friedberg,48.35,10.9833,Germany,DE,Bavaria,,29810.0,29810.0
Bad Hersfeld,50.8683,9.7067,Germany,DE,Hesse,minor,29800.0,29800.0
Gaggenau,48.8039,8.3194,Germany,DE,Baden-Württemberg,,29777.0,29777.0
Merzig,49.4471,6.6312,Germany,DE,Saarland,minor,29745.0,29745.0
Neuburg,48.7333,11.1833,Germany,DE,Bavaria,minor,29682.0,29682.0
Derne,51.6667,7.6167,Germany,DE,North Rhine-Westphalia,,29662.0,29662.0
Vaihingen an der Enz,48.9328,8.9564,Germany,DE,Baden-Württemberg,,29467.0,29467.0
Rietberg,51.8,8.4333,Germany,DE,North Rhine-Westphalia,,29466.0,29466.0
Saalfeld,50.6506,11.3542,Germany,DE,Thuringia,minor,29457.0,29457.0
Bretten,49.0364,8.7061,Germany,DE,Baden-Württemberg,,29412.0,29412.0
Waltrop,51.6167,7.3833,Germany,DE,North Rhine-Westphalia,,29345.0,29345.0
Oelde,51.8258,8.1436,Germany,DE,North Rhine-Westphalia,,29326.0,29326.0
Tönisvorst,51.3208,6.4931,Germany,DE,North Rhine-Westphalia,,29306.0,29306.0
Güstrow,53.7939,12.1764,Germany,DE,Mecklenburg-Western Pomerania,minor,29241.0,29241.0
Friedberg,50.3353,8.755,Germany,DE,Hesse,minor,29180.0,29180.0
Landsberg,48.0528,10.8689,Germany,DE,Bavaria,minor,29132.0,29132.0
Northeim,51.7067,10.0011,Germany,DE,Lower Saxony,minor,29107.0,29107.0
Kelkheim (Taunus),50.138,8.4525,Germany,DE,Hesse,,29055.0,29055.0
Springe,52.2167,9.55,Germany,DE,Lower Saxony,,28951.0,28951.0
